'iraqi', 228.31494634377637
'romney', 199.4930100479036
'notion', 158.23808162439946
'q', 141.28400145035664
'counterterrorism', 108.50611311387391
'precisely', 106.2455690906682
'iraqis', 98.33366500944823
'peacefully', 89.29148891662541
'indicated', 88.16121690502256
'libya', 87.59608089922112
'sustainable', 85.90067288181685
'universal', 77.42363279479544
'engaging', 76.85849678899402
'malaysia', 73.46768075418547
'kenya', 70.64200072517832
'whove', 67.81632069617119
'urgency', 65.5557766729655
'constructive', 64.42550466136264
'deeper', 61.03468862655407
'afghans', 58.77414460334836
'uranium', 56.513600580142665
'particularly', 56.231032577241955
'certainty', 55.38332856853981
'frustrated', 55.38332856853981
'broad', 54.253056556936954
'recall', 53.1227845453341
'laden', 52.55764853953267
'diversity', 51.992512533731244
'sunni', 51.992512533731244
'responsibly', 51.992512533731244
'lending', 50.862240522128396
'discipline', 50.862240522128396
'improved', 50.862240522128396
'accelerate', 49.73196851052554
'continually', 49.73196851052554
'latino', 47.47142448731984
'stabilize', 47.47142448731984
'suddenly', 46.71790981291794
'transition', 45.210880464114126
'diplomatic', 44.45736578971223
'assessment', 44.08060845251128
'typically', 42.95033644090842
'tensions', 41.82006442930557
'obtaining', 41.82006442930557
'reflected', 41.82006442930557
'convinced', 41.25492842350415
'arguments', 41.25492842350415
'marketplaces', 40.68979241770272
'relevant', 40.68979241770272
'frustrating', 40.68979241770272
'assad', 40.407224414802
'hungry', 39.559520406099864
'proliferation', 39.559520406099864
'classrooms', 38.42924839449701
'cynical', 38.42924839449701
'consensus', 37.86411238869558
'entrepreneurship', 37.29897638289416
'chile', 37.29897638289416
'digital', 36.73384037709273
'tunisia', 36.168704371291305
'holiday', 36.168704371291305
'morehouse', 36.168704371291305
'internationally', 36.168704371291305
'skeptical', 36.168704371291305
'inequality', 36.168704371291305
'coordinated', 35.03843235968845
'resolved', 35.03843235968845
'expectation', 35.03843235968845
'consequence', 34.75586435678773
'ideals', 34.6616750224875
'concern', 34.19072835098631
'trends', 33.908160348085595
'phones', 33.908160348085595
'vigorous', 33.908160348085595
'regret', 33.908160348085595
